id,first_name,last_name,email,gender,Hobbies & Interests,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,Economics Score,geography_score,Computer Science Score,analytical thinking score,logical reasoning score,Psychology Score,preferred learning method,Recommended Stream
961,Samantha,Alexander,samantha.alexander.961@gslingacademy.com,female,Volunteering & Social Work,FALSE,4,FALSE,16,Accountant,100,68,62,76,72,94,89,89,40,86,61,49,Visual,Arts
962,Justin,Lester,justin.lester.962@gslingacademy.com,male,Volunteering & Social Work,FALSE,7,TRUE,1,Artist,98,85,75,66,73,88,88,85,98,60,60,35,Reading/Writing,Technology
963,Hunter,Miller,hunter.miller.963@gslingacademy.com,male,Sports,FALSE,0,FALSE,2,Game Developer,80,84,94,63,62,72,21,68,60,93,99,91,Reading/Writing,Technology
964,Shelia,Rogers,shelia.rogers.964@gslingacademy.com,female,Cooking & Baking,FALSE,1,FALSE,35,Writer,89,91,96,100,95,93,23,86,30,59,85,87,Visual,Medical
965,Laura,Walker,laura.walker.965@gslingacademy.com,female,Volunteering & Social Work,FALSE,0,FALSE,5,Unknown,96,67,74,90,75,95,13,83,87,46,82,10,Auditory,Technology
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,Sports,FALSE,4,FALSE,14,Accountant,94,82,80,80,33,93,82,78,76,98,58,47,Visual,Technology
967,Beth,Bonilla,beth.bonilla.967@gslingacademy.com,female,Traveling,FALSE,2,FALSE,26,Unknown,64,65,97,96,80,80,58,78,61,10,36,40,Kinesthetic,Medical
968,Ray,Padilla,ray.padilla.968@gslingacademy.com,male,Volunteering & Social Work,FALSE,3,FALSE,41,Doctor,89,89,100,96,96,85,23,92,42,53,52,66,Visual,Medical
969,Jennifer,Cummings,jennifer.cummings.969@gslingacademy.com,female,Gaming,FALSE,2,TRUE,6,Unknown,97,78,99,88,69,98,42,60,50,78,87,73,Kinesthetic,Technology
970,Daniel,Peterson,daniel.peterson.970@gslingacademy.com,male,Music,FALSE,3,FALSE,35,Software Engineer,91,97,87,93,94,90,81,88,98,54,41,24,Kinesthetic,Arts
971,Andrew,Miller,andrew.miller.971@gslingacademy.com,male,Dance,FALSE,0,TRUE,30,Construction Engineer,96,98,99,65,95,76,13,68,28,72,66,99,Visual,Arts
972,Scott,Jacobson,scott.jacobson.972@gslingacademy.com,male,Reading Books,FALSE,2,TRUE,12,Banker,81,68,97,86,90,78,35,80,82,38,81,15,Reading/Writing,Medical
973,Jennifer,Baker,jennifer.baker.973@gslingacademy.com,female,Volunteering & Social Work,FALSE,2,FALSE,29,Software Engineer,87,89,61,66,72,90,53,61,61,85,72,21,Visual,Arts
974,Suzanne,Morrow,suzanne.morrow.974@gslingacademy.com,female,Sports,TRUE,9,TRUE,4,Business Owner,67,56,77,93,95,50,85,74,71,16,96,33,Visual,Medical
975,Melissa,Gonzales,melissa.gonzales.975@gslingacademy.com,female,Public Speaking & Debating,TRUE,2,FALSE,0,Artist,100,95,60,89,77,89,65,67,27,75,95,89,Visual,Arts
976,Erik,Miller,erik.miller.976@gslingacademy.com,male,Dance,FALSE,3,FALSE,17,Software Engineer,88,74,60,60,78,94,98,69,40,50,94,79,Auditory,Arts
977,Pamela,Flores,pamela.flores.977@gslingacademy.com,female,Reading Books,FALSE,1,TRUE,20,Software Engineer,86,64,100,76,99,77,94,86,46,18,81,11,Visual,Medical
978,Amanda,Hernandez,amanda.hernandez.978@gslingacademy.com,female,Traveling,FALSE,2,FALSE,35,Scientist,85,87,90,88,87,97,95,100,25,40,35,76,Reading/Writing,Arts
979,Gregory,Schaefer,gregory.schaefer.979@gslingacademy.com,male,Sports,FALSE,2,FALSE,26,Software Engineer,93,95,80,88,83,62,55,65,31,51,54,78,Visual,Medical
980,Annette,Logan,annette.logan.980@gslingacademy.com,female,Cooking & Baking,FALSE,3,TRUE,24,Unknown,80,66,77,81,99,99,60,83,12,93,73,10,Kinesthetic,Medical
981,Tamara,Long,tamara.long.981@gslingacademy.com,female,Coding & Programming,TRUE,6,FALSE,0,Business Owner,56,67,57,79,87,89,86,89,94,76,68,96,Reading/Writing,Arts
982,John,Baker,john.baker.982@gslingacademy.com,male,Public Speaking & Debating,FALSE,7,FALSE,32,Construction Engineer,87,62,84,96,69,98,89,64,96,49,18,30,Visual,Technology
983,Justin,Lynch,justin.lynch.983@gslingacademy.com,male,Gaming,FALSE,4,TRUE,4,Real Estate Developer,97,85,96,61,97,79,80,70,51,34,52,18,Auditory,Technology
984,Daniel,Knight,daniel.knight.984@gslingacademy.com,male,Cooking & Baking,FALSE,3,FALSE,34,Scientist,86,67,98,86,86,83,38,89,53,24,100,83,Auditory,Medical
985,Angelica,Jones,angelica.jones.985@gslingacademy.com,female,Entrepreneurship & Startups,TRUE,3,FALSE,29,Software Engineer,97,85,81,71,62,62,50,82,13,91,51,42,Auditory,Arts
986,Lance,Nelson,lance.nelson.986@gslingacademy.com,male,Writing & Blogging,FALSE,2,TRUE,35,Unknown,91,94,97,97,100,88,33,99,70,44,66,80,Reading/Writing,Arts
987,Katherine,Jacobson,katherine.jacobson.987@gslingacademy.com,female,Traveling,FALSE,5,FALSE,23,Software Engineer,86,64,96,84,86,96,37,92,87,16,67,65,Auditory,Technology
988,Corey,Taylor,corey.taylor.988@gslingacademy.com,male,Traveling,TRUE,8,FALSE,5,Business Owner,90,97,54,59,82,76,60,72,30,86,35,50,Reading/Writing,Arts
989,Laura,Russell,laura.russell.989@gslingacademy.com,female,Coding & Programming,FALSE,0,FALSE,1,Game Developer,95,87,87,84,95,84,46,65,78,94,60,24,Reading/Writing,Medical
990,Arthur,Harris,arthur.harris.990@gslingacademy.com,male,Gaming,FALSE,1,FALSE,31,Banker,90,100,76,76,84,79,49,84,93,21,21,25,Visual,Technology
991,Victoria,Garcia,victoria.garcia.991@gslingacademy.com,female,Dance,FALSE,1,TRUE,14,Unknown,66,68,87,70,77,76,62,89,81,46,43,97,Visual,Arts
992,David,Gonzales,david.gonzales.992@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,6,FALSE,3,Business Owner,81,92,72,91,67,71,15,88,90,86,53,35,Reading/Writing,Technology
993,Charles,Thomas,charles.thomas.993@gslingacademy.com,male,Public Speaking & Debating,TRUE,2,FALSE,18,Software Engineer,85,99,86,69,68,98,92,62,73,52,31,34,Visual,Technology
994,Oscar,Gonzalez,oscar.gonzalez.994@gslingacademy.com,male,Dance,FALSE,1,TRUE,47,Doctor,94,90,95,85,98,91,48,96,97,21,91,33,Reading/Writing,Arts
995,Sarah,Miller,sarah.miller.995@gslingacademy.com,female,Cooking & Baking,FALSE,2,FALSE,4,Game Developer,81,71,83,63,80,79,82,83,10,61,64,17,Reading/Writing,Medical
996,Eric,Davis,eric.davis.996@gslingacademy.com,male,Sports,TRUE,1,TRUE,32,Software Engineer,97,87,95,67,98,93,74,89,90,47,69,96,Kinesthetic,Technology
997,Patrick,Martin,patrick.martin.997@gslingacademy.com,male,Photography,FALSE,3,TRUE,20,Accountant,100,79,72,98,87,76,51,76,52,32,90,23,Auditory,Medical
998,Susan,Schmidt,susan.schmidt.998@gslingacademy.com,female,Music,TRUE,6,FALSE,3,Business Owner,54,64,72,80,98,83,74,85,41,27,89,11,Kinesthetic,Medical
999,Brett,Bell,brett.bell.999@gslingacademy.com,male,Music,TRUE,5,FALSE,19,Software Engineer,97,87,70,74,73,74,95,81,75,69,39,97,Auditory,Arts
1000,Dennis,Summers,dennis.summers.1000@gslingacademy.com,male,Cooking & Baking,FALSE,1,TRUE,5,Real Estate Developer,65,83,67,84,89,65,51,73,28,40,17,56,Auditory,Medical
1001,Brandon,Smith,brandon.smith.1001@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,10,TRUE,0,Business Owner,53,51,57,72,77,78,84,79,35,41,45,65,Auditory,Medical
1002,Nicole,Williams,nicole.williams.1002@gslingacademy.com,female,Music,FALSE,10,TRUE,9,Real Estate Developer,82,74,80,88,92,96,96,95,67,81,26,43,Visual,Arts
1003,Rachel,Frye,rachel.frye.1003@gslingacademy.com,female,Coding & Programming,FALSE,10,FALSE,4,Business Owner,93,90,79,54,53,99,14,79,45,10,83,83,Kinesthetic,Arts
1004,Tyler,Cabrera,tyler.cabrera.1004@gslingacademy.com,male,Public Speaking & Debating,FALSE,3,FALSE,22,Software Engineer,93,90,73,94,81,84,32,74,74,53,94,74,Kinesthetic,Medical
1005,Maureen,Jones,maureen.jones.1005@gslingacademy.com,female,Traveling,FALSE,9,FALSE,3,Business Owner,91,95,88,89,58,81,13,69,30,63,82,95,Reading/Writing,Arts
1006,Pamela,Green,pamela.green.1006@gslingacademy.com,female,Photography,FALSE,3,FALSE,33,Scientist,99,91,85,100,84,77,86,98,90,34,16,20,Visual,Technology
1007,Jeffery,Mcdonald,jeffery.mcdonald.1007@gslingacademy.com,male,Coding & Programming,FALSE,0,FALSE,13,Construction Engineer,87,63,81,85,62,98,63,81,94,27,86,17,Auditory,Technology
1008,Austin,Matthews,austin.matthews.1008@gslingacademy.com,male,Traveling,FALSE,0,FALSE,19,Unknown,83,79,91,62,63,76,94,93,46,92,39,20,Reading/Writing,Arts
1009,Jacqueline,Allen,jacqueline.allen.1009@gslingacademy.com,female,Traveling,FALSE,2,TRUE,10,Real Estate Developer,59,73,90,74,95,77,15,81,42,50,99,56,Kinesthetic,Medical
1010,Joanna,Dominguez,joanna.dominguez.1010@gslingacademy.com,female,Music,TRUE,2,FALSE,29,Unknown,74,68,71,60,97,64,92,63,40,31,33,78,Visual,Medical
1011,Brian,Griffin,brian.griffin.1011@gslingacademy.com,male,Traveling,FALSE,3,TRUE,31,Lawyer,81,98,71,92,74,93,81,63,61,35,86,60,Visual,Arts
1012,Dean,Lee,dean.lee.1012@gslingacademy.com,male,Volunteering & Social Work,FALSE,3,TRUE,3,Game Developer,80,92,85,81,94,75,51,72,20,32,82,21,Kinesthetic,Medical
1013,Denise,Rodriguez,denise.rodriguez.1013@gslingacademy.com,female,Acting & Theatre,FALSE,0,TRUE,29,Banker,89,66,72,77,79,95,78,92,92,20,25,36,Reading/Writing,Arts
1014,Brendan,Rivera,brendan.rivera.1014@gslingacademy.com,male,Dance,TRUE,3,FALSE,34,Unknown,65,78,82,65,100,92,44,64,22,11,70,72,Visual,Arts
1015,Jackson,Smith,jackson.smith.1015@gslingacademy.com,male,Coding & Programming,TRUE,10,FALSE,4,Business Owner,94,61,60,77,75,93,72,60,11,10,43,85,Reading/Writing,Medical
1016,Craig,Weber,craig.weber.1016@gslingacademy.com,male,Writing & Blogging,FALSE,3,FALSE,34,Designer,93,70,80,67,77,80,73,91,26,29,54,97,Auditory,Arts
1017,Joseph,Carpenter,joseph.carpenter.1017@gslingacademy.com,male,Painting & Drawing,FALSE,2,FALSE,30,Software Engineer,90,69,91,84,65,86,20,93,38,12,73,74,Kinesthetic,Arts
1018,Sarah,Tucker,sarah.tucker.1018@gslingacademy.com,female,Coding & Programming,FALSE,3,FALSE,18,Unknown,67,60,87,73,92,82,90,70,31,43,18,38,Visual,Medical
1019,Steven,Hernandez,steven.hernandez.1019@gslingacademy.com,male,Painting & Drawing,FALSE,3,FALSE,32,Accountant,81,91,73,72,49,81,28,72,58,70,51,36,Reading/Writing,Arts
1020,Robert,Foley,robert.foley.1020@gslingacademy.com,male,Dance,FALSE,1,FALSE,31,Software Engineer,95,71,88,96,82,65,28,80,22,93,86,56,Visual,Medical
1021,Michael,Carr,michael.carr.1021@gslingacademy.com,male,Acting & Theatre,FALSE,10,FALSE,0,Business Owner,67,50,93,86,66,73,87,85,89,56,31,87,Visual,Technology
1022,Walter,Herrera,walter.herrera.1022@gslingacademy.com,male,Sports,FALSE,7,FALSE,3,Game Developer,83,69,99,88,87,81,73,68,18,27,12,59,Visual,Medical
1023,Sarah,Mckinney,sarah.mckinney.1023@gslingacademy.com,female,Photography,FALSE,3,TRUE,5,Artist,87,96,67,64,67,81,75,90,37,65,90,72,Auditory,Arts
1024,Jacob,Nguyen,jacob.nguyen.1024@gslingacademy.com,male,Cooking & Baking,FALSE,3,TRUE,24,Construction Engineer,82,71,84,68,74,64,88,73,54,33,11,97,Reading/Writing,Technology
1025,Mary,Garza,mary.garza.1025@gslingacademy.com,female,Writing & Blogging,FALSE,4,FALSE,27,Accountant,97,87,65,90,66,84,70,75,39,84,90,97,Kinesthetic,Arts
1026,Jesse,Hawkins,jesse.hawkins.1026@gslingacademy.com,male,Painting & Drawing,FALSE,1,TRUE,21,Software Engineer,88,67,77,89,97,70,35,71,57,27,78,94,Auditory,Medical
1027,Jordan,Boyd,jordan.boyd.1027@gslingacademy.com,female,Coding & Programming,FALSE,4,FALSE,32,Banker,91,94,81,61,61,82,74,73,68,62,65,31,Reading/Writing,Technology
1028,Latoya,Mullins,latoya.mullins.1028@gslingacademy.com,female,Painting & Drawing,TRUE,7,FALSE,5,Business Owner,77,60,83,65,81,80,38,88,17,32,66,86,Kinesthetic,Medical
1029,Jill,Armstrong,jill.armstrong.1029@gslingacademy.com,female,Cooking & Baking,FALSE,7,FALSE,7,Unknown,94,65,96,77,83,75,81,98,25,17,21,22,Visual,Medical
1030,Aaron,Peterson,aaron.peterson.1030@gslingacademy.com,male,Entrepreneurship & Startups,TRUE,8,FALSE,1,Business Owner,100,82,91,82,70,51,39,77,62,69,58,56,Reading/Writing,Technology
1031,April,Greene,april.greene.1031@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,3,FALSE,22,Banker,96,75,79,72,69,94,46,64,13,100,10,18,Kinesthetic,Medical
1032,Theodore,Gomez,theodore.gomez.1032@gslingacademy.com,male,Music,FALSE,5,TRUE,15,Accountant,75,64,76,65,44,80,84,91,83,47,46,29,Kinesthetic,Arts
1033,John,Gardner,john.gardner.1033@gslingacademy.com,male,Traveling,FALSE,1,FALSE,12,Government Officer,94,84,85,63,67,89,89,66,78,48,45,88,Visual,Technology
1034,Joseph,Petersen,joseph.petersen.1034@gslingacademy.com,male,Painting & Drawing,FALSE,3,TRUE,21,Unknown,89,100,89,65,91,83,92,61,51,27,26,62,Reading/Writing,Medical
1035,Matthew,Potter,matthew.potter.1035@gslingacademy.com,male,Photography,TRUE,5,FALSE,24,Stock Investor,100,80,74,87,77,95,92,92,32,24,38,57,Reading/Writing,Arts
1036,Linda,Munoz,linda.munoz.1036@gslingacademy.com,female,Sports,FALSE,7,FALSE,18,Accountant,94,97,61,67,77,88,77,70,25,50,83,24,Kinesthetic,Arts
1037,Samantha,Stewart,samantha.stewart.1037@gslingacademy.com,female,Reading Books,FALSE,6,FALSE,4,Government Officer,78,78,100,87,98,80,54,98,67,18,18,89,Visual,Medical
1038,Michael,Reyes,michael.reyes.1038@gslingacademy.com,male,Gaming,TRUE,6,FALSE,5,Business Owner,65,71,88,57,75,62,21,62,81,79,25,79,Visual,Technology
1039,Sarah,Murphy,sarah.murphy.1039@gslingacademy.com,female,Writing & Blogging,TRUE,7,FALSE,32,Writer,68,81,72,76,93,94,48,97,41,69,66,14,Visual,Arts
1040,Derrick,Melton,derrick.melton.1040@gslingacademy.com,male,Cooking & Baking,FALSE,8,TRUE,0,Artist,93,78,98,76,86,89,15,92,84,43,82,81,Auditory,Technology
1041,Donna,Horne,donna.horne.1041@gslingacademy.com,female,Writing & Blogging,FALSE,2,FALSE,34,Scientist,100,64,95,83,83,94,78,83,12,96,34,44,Kinesthetic,Medical
1042,Natasha,Butler,natasha.butler.1042@gslingacademy.com,female,Music,FALSE,5,FALSE,28,Lawyer,85,99,64,78,63,95,51,91,60,62,73,85,Visual,Arts
1043,David,Vasquez,david.vasquez.1043@gslingacademy.com,male,Cooking & Baking,TRUE,1,TRUE,30,Doctor,80,93,82,89,94,95,76,70,62,77,25,95,Auditory,Medical
1044,Christopher,Lester,christopher.lester.1044@gslingacademy.com,male,Acting & Theatre,FALSE,8,FALSE,31,Lawyer,97,80,60,98,86,83,63,75,83,11,89,81,Visual,Arts
1045,Martin,Franco,martin.franco.1045@gslingacademy.com,male,Volunteering & Social Work,FALSE,3,TRUE,33,Software Engineer,85,90,100,84,95,77,35,62,43,17,65,74,Kinesthetic,Medical
1046,Katherine,Donaldson,katherine.donaldson.1046@gslingacademy.com,female,Public Speaking & Debating,FALSE,2,FALSE,28,Banker,87,76,87,98,61,92,12,81,95,78,73,47,Visual,Technology
1047,Harold,Daniels,harold.daniels.1047@gslingacademy.com,male,Painting & Drawing,FALSE,2,FALSE,31,Banker,79,70,82,63,90,89,15,96,93,65,18,64,Reading/Writing,Technology
1048,Michael,Anderson,michael.anderson.1048@gslingacademy.com,male,Public Speaking & Debating,TRUE,3,FALSE,7,Government Officer,87,86,73,88,98,71,87,85,73,44,77,19,Auditory,Medical
1049,Nichole,Harrington,nichole.harrington.1049@gslingacademy.com,female,Dance,FALSE,6,FALSE,28,Lawyer,72,88,62,60,97,86,83,64,12,73,27,94,Auditory,Arts
1050,Wendy,Clark,wendy.clark.1050@gslingacademy.com,female,Cooking & Baking,FALSE,4,TRUE,44,Doctor,89,99,93,99,87,89,85,98,25,77,28,52,Reading/Writing,Medical
1051,Chelsea,Taylor,chelsea.taylor.1051@gslingacademy.com,female,Music,TRUE,0,FALSE,13,Unknown,62,88,87,90,84,88,23,95,34,52,29,23,Reading/Writing,Arts
1052,Jeffrey,Knight,jeffrey.knight.1052@gslingacademy.com,male,Painting & Drawing,FALSE,2,FALSE,15,Banker,93,84,86,82,62,87,24,84,10,65,79,43,Reading/Writing,Arts
1053,Katelyn,Watkins,katelyn.watkins.1053@gslingacademy.com,female,Public Speaking & Debating,FALSE,3,FALSE,16,Accountant,75,97,97,83,74,74,19,74,75,10,97,27,Kinesthetic,Technology
1054,Anne,Johnston,anne.johnston.1054@gslingacademy.com,female,Photography,FALSE,1,FALSE,18,Banker,75,66,61,69,68,96,94,63,52,52,55,52,Visual,Medical
1055,Rebecca,Carpenter,rebecca.carpenter.1055@gslingacademy.com,female,Reading Books,FALSE,1,FALSE,28,Unknown,88,93,92,70,90,94,81,85,81,78,22,14,Reading/Writing,Technology
1056,Ashley,Baker,ashley.baker.1056@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,5,FALSE,29,Lawyer,86,95,95,72,72,80,85,65,33,90,94,86,Kinesthetic,Arts
1057,Lacey,Norris,lacey.norris.1057@gslingacademy.com,female,Reading Books,FALSE,8,FALSE,30,Lawyer,86,98,97,75,83,95,48,80,89,42,24,56,Kinesthetic,Technology
1058,Angela,Moore,angela.moore.1058@gslingacademy.com,female,Painting & Drawing,FALSE,1,TRUE,32,Software Engineer,99,95,88,68,91,62,59,75,99,36,71,64,Visual,Technology
1059,Maria,Obrien,maria.obrien.1059@gslingacademy.com,female,Writing & Blogging,FALSE,0,FALSE,19,Software Engineer,95,85,76,96,68,74,27,93,41,79,35,12,Auditory,Arts
1060,Rebecca,Larsen,rebecca.larsen.1060@gslingacademy.com,female,Coding & Programming,FALSE,2,FALSE,18,Software Engineer,92,72,61,93,86,97,46,79,81,37,75,61,Kinesthetic,Medical
1061,Amanda,Rodriguez,amanda.rodriguez.1061@gslingacademy.com,female,Dance,FALSE,5,FALSE,23,Doctor,88,91,96,99,85,62,91,86,48,31,40,10,Visual,Medical
1062,Patrick,Clark,patrick.clark.1062@gslingacademy.com,male,Gaming,FALSE,7,FALSE,16,Banker,92,60,76,61,94,93,38,94,48,29,29,37,Kinesthetic,Technology
1063,Janet,Morrison,janet.morrison.1063@gslingacademy.com,female,Writing & Blogging,TRUE,8,FALSE,1,Business Owner,70,70,75,83,60,86,31,62,36,67,74,28,Visual,Arts
1064,James,Acosta,james.acosta.1064@gslingacademy.com,male,Public Speaking & Debating,TRUE,1,FALSE,35,Scientist,85,90,98,92,89,88,50,95,50,98,49,64,Reading/Writing,Medical
1065,Richard,Burke,richard.burke.1065@gslingacademy.com,male,Music,FALSE,3,FALSE,32,Unknown,79,78,69,80,72,71,97,88,82,69,95,74,Auditory,Arts
1066,Donald,Contreras,donald.contreras.1066@gslingacademy.com,male,Dance,FALSE,0,FALSE,31,Unknown,60,88,75,94,87,82,67,79,43,44,54,52,Kinesthetic,Arts
1067,Kenneth,Mendez,kenneth.mendez.1067@gslingacademy.com,male,Reading Books,FALSE,10,FALSE,0,Business Owner,63,86,89,87,67,73,83,80,41,41,41,69,Kinesthetic,Arts
1068,Kenneth,Sparks,kenneth.sparks.1068@gslingacademy.com,male,Music,FALSE,3,FALSE,24,Banker,99,77,82,60,88,91,85,93,28,27,91,94,Kinesthetic,Arts
1069,Natasha,Morales,natasha.morales.1069@gslingacademy.com,female,Acting & Theatre,FALSE,4,FALSE,13,Accountant,93,61,71,82,43,94,19,88,31,81,59,46,Kinesthetic,Arts
1070,David,Mendoza,david.mendoza.1070@gslingacademy.com,male,Photography,FALSE,1,FALSE,4,Unknown,63,72,92,82,84,82,56,60,83,27,96,37,Auditory,Medical
1071,Melissa,Wright,melissa.wright.1071@gslingacademy.com,female,Photography,FALSE,1,FALSE,1,Business Owner,81,86,84,78,63,86,89,73,81,84,100,36,Auditory,Technology
1072,Cindy,Hamilton,cindy.hamilton.1072@gslingacademy.com,female,Public Speaking & Debating,FALSE,5,FALSE,27,Unknown,60,61,66,82,100,76,41,79,65,91,29,22,Visual,Medical
1073,Nancy,Walker,nancy.walker.1073@gslingacademy.com,female,Traveling,TRUE,7,FALSE,4,Business Owner,68,50,68,53,58,87,78,74,99,22,47,12,Kinesthetic,Technology
1074,Matthew,Peterson,matthew.peterson.1074@gslingacademy.com,male,Dance,FALSE,7,FALSE,8,Stock Investor,89,97,65,75,61,60,17,60,74,45,43,76,Visual,Arts
1075,Grant,Mason,grant.mason.1075@gslingacademy.com,male,Public Speaking & Debating,FALSE,1,TRUE,35,Scientist,86,87,89,91,90,85,83,92,72,43,35,32,Reading/Writing,Medical
1076,David,Mays,david.mays.1076@gslingacademy.com,male,Public Speaking & Debating,FALSE,2,TRUE,7,Real Estate Developer,71,96,83,76,60,87,36,74,34,17,58,54,Auditory,Arts
1077,Sheryl,Parker,sheryl.parker.1077@gslingacademy.com,female,Music,FALSE,9,FALSE,4,Business Owner,72,69,58,79,70,50,63,98,89,71,68,94,Kinesthetic,Arts
1078,Ross,Sanchez,ross.sanchez.1078@gslingacademy.com,male,Photography,FALSE,2,FALSE,25,Unknown,74,67,90,69,83,89,20,68,80,73,14,65,Auditory,Medical
1079,Robert,Barnett,robert.barnett.1079@gslingacademy.com,male,Cooking & Baking,FALSE,2,FALSE,28,Software Engineer,99,84,75,81,91,87,39,63,40,50,59,35,Auditory,Medical
1080,Dean,Sims,dean.sims.1080@gslingacademy.com,male,Sports,FALSE,4,FALSE,19,Stock Investor,99,78,74,95,72,65,47,91,51,94,17,81,Visual,Technology
1081,Jaime,Morrison,jaime.morrison.1081@gslingacademy.com,male,Writing & Blogging,FALSE,2,FALSE,16,Software Engineer,88,71,82,98,91,73,53,74,66,23,46,10,Kinesthetic,Medical
1082,Regina,Hernandez,regina.hernandez.1082@gslingacademy.com,female,Coding & Programming,FALSE,3,FALSE,6,Unknown,65,72,77,89,74,76,34,61,19,92,62,95,Auditory,Medical
1083,Margaret,Smith,margaret.smith.1083@gslingacademy.com,female,Traveling,TRUE,5,FALSE,4,Business Owner,90,99,87,81,90,80,46,92,36,52,62,19,Reading/Writing,Medical
1084,Kyle,Garcia,kyle.garcia.1084@gslingacademy.com,male,Sports,FALSE,9,FALSE,34,Lawyer,91,88,79,60,82,96,82,83,55,29,98,11,Reading/Writing,Arts
1085,Trevor,Stark,trevor.stark.1085@gslingacademy.com,male,Entrepreneurship & Startups,TRUE,3,FALSE,31,Lawyer,86,92,66,66,100,99,75,91,97,61,89,61,Auditory,Arts
1086,Nathaniel,Adams,nathaniel.adams.1086@gslingacademy.com,male,Photography,FALSE,2,FALSE,27,Software Engineer,86,84,98,67,76,75,49,65,96,49,55,75,Visual,Technology
1087,Gabriela,Martinez,gabriela.martinez.1087@gslingacademy.com,female,Public Speaking & Debating,FALSE,4,FALSE,22,Software Engineer,92,91,85,94,69,80,95,71,56,33,23,42,Kinesthetic,Technology
1088,Debra,Walter,debra.walter.1088@gslingacademy.com,female,Traveling,FALSE,3,TRUE,25,Banker,90,97,64,64,61,81,35,93,60,19,56,66,Visual,Arts
1089,Kimberly,Herrera,kimberly.herrera.1089@gslingacademy.com,female,Volunteering & Social Work,FALSE,3,FALSE,19,Accountant,98,69,61,62,82,87,19,64,79,30,56,96,Kinesthetic,Technology
1090,William,Fleming,william.fleming.1090@gslingacademy.com,male,Writing & Blogging,FALSE,1,FALSE,28,Lawyer,72,93,68,62,83,98,66,67,13,64,50,24,Auditory,Arts
1091,Brandon,Foster,brandon.foster.1091@gslingacademy.com,male,Acting & Theatre,TRUE,3,TRUE,34,Scientist,77,93,83,84,83,84,47,71,13,43,85,86,Kinesthetic,Arts
1092,John,Wilson,john.wilson.1092@gslingacademy.com,male,Writing & Blogging,FALSE,10,FALSE,5,Business Owner,75,52,84,70,81,99,35,85,90,77,81,76,Visual,Arts
1093,George,Kerr,george.kerr.1093@gslingacademy.com,male,Acting & Theatre,TRUE,1,FALSE,34,Lawyer,94,82,83,76,83,93,55,94,47,35,100,50,Kinesthetic,Arts
1094,Kenneth,Gilbert,kenneth.gilbert.1094@gslingacademy.com,male,Coding & Programming,FALSE,7,FALSE,34,Banker,75,88,71,62,90,78,41,95,64,44,47,54,Auditory,Arts
1095,Jodi,Price,jodi.price.1095@gslingacademy.com,female,Cooking & Baking,FALSE,0,FALSE,19,Software Engineer,91,91,66,97,62,89,89,82,23,75,88,50,Kinesthetic,Arts
1096,Jordan,Sheppard,jordan.sheppard.1096@gslingacademy.com,male,Gaming,FALSE,0,FALSE,13,Accountant,75,64,100,63,98,71,20,73,35,36,20,55,Reading/Writing,Medical
1097,Tristan,Martinez,tristan.martinez.1097@gslingacademy.com,male,Music,FALSE,3,FALSE,18,Accountant,93,79,86,72,89,61,68,98,53,48,48,80,Reading/Writing,Arts
1098,Sharon,Chandler,sharon.chandler.1098@gslingacademy.com,female,Gaming,FALSE,5,FALSE,1,Game Developer,86,81,80,85,62,86,70,69,85,99,37,13,Auditory,Technology
1099,Steven,Allen,steven.allen.1099@gslingacademy.com,male,Music,FALSE,1,FALSE,29,Unknown,92,61,96,79,97,89,21,78,43,89,72,94,Auditory,Medical
1100,Douglas,Robertson,douglas.robertson.1100@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,5,FALSE,34,Software Engineer,90,91,61,72,64,84,26,72,63,19,54,14,Kinesthetic,Arts
1101,Sabrina,Zavala,sabrina.zavala.1101@gslingacademy.com,female,Cooking & Baking,FALSE,1,FALSE,31,Scientist,92,78,96,91,82,98,88,100,74,66,85,27,Visual,Technology
1102,Corey,Merritt,corey.merritt.1102@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,2,FALSE,14,Accountant,90,88,71,96,72,74,75,80,94,25,73,32,Kinesthetic,Technology
1103,Jennifer,Salas,jennifer.salas.1103@gslingacademy.com,female,Painting & Drawing,FALSE,6,TRUE,32,Lawyer,78,92,77,100,61,82,45,61,87,89,83,40,Auditory,Technology
1104,John,Klein,john.klein.1104@gslingacademy.com,male,Coding & Programming,FALSE,10,FALSE,5,Business Owner,82,58,58,91,91,55,71,98,50,15,25,67,Kinesthetic,Medical
1105,Rachel,Grant,rachel.grant.1105@gslingacademy.com,female,Dance,FALSE,5,FALSE,33,Software Engineer,86,62,81,63,75,92,55,95,86,85,14,73,Kinesthetic,Arts
1106,Jose,Wood,jose.wood.1106@gslingacademy.com,male,Acting & Theatre,FALSE,1,FALSE,32,Scientist,83,63,93,94,93,90,91,78,45,18,92,56,Auditory,Medical
